序号,日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
1022,20200408,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,155,0,0.00%,0.00,0.00
1023,20200408,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
1024,20200408,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1025,20200408,360手机助手,80011046,消灭星星全新版,10000895,29.00,电信,0,540,1,0.19%,0.05,29.00
1026,20200408,360手机助手,80011046,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1027,20200408,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,60,0,0.00%,0.00,0.00
1028,20200408,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,7,0,0.00%,0.00,0.00
1029,20200408,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,29,0,0.00%,0.00,0.00
1030,20200408,腾讯应用宝,80011049,消灭星星全新版,10000895,4.00,电信,0,105,1,0.95%,0.04,4.00
1031,20200408,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,41,0,0.00%,0.00,0.00
1032,20200408,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
1033,20200408,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,5,0,0.00%,0.00,0.00
1034,20200408,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
1035,20200408,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,205,0,0.00%,0.00,0.00
1036,20200408,金立,80011117,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1037,20200408,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
1038,20200408,步步高,80020136,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1039,20200408,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,3,0,0.00%,0.00,0.00
1040,20200408,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
1041,20200408,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,784,0,0.00%,0.00,0.00
1042,20200408,魅族手机,80020320,僵尸尖叫,5022331,0.00,电信,0,127,0,0.00%,0.00,0.00
1043,20200408,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,26,0,0.00%,0.00,0.00
1044,20200408,华为智汇云,83010007,消灭星星全新版,10000895,138.00,电信,0,22299,4,0.02%,0.01,34.50
1045,20200408,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2385,0,0.00%,0.00,0.00
1046,20200408,华为智汇云,83010007,僵尸尖叫,5022331,97.00,电信,0,418,4,0.96%,0.23,24.25
1047,20200408,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,27,0,0.00%,0.00,0.00
1048,20200408,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,7,0,0.00%,0.00,0.00
1049,20200408,步步高,83010010,消灭星星全新版,10000895,129.00,电信,0,32132,8,0.02%,0.00,16.13
1050,20200408,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,24,0,0.00%,0.00,0.00
1051,20200408,步步高,83010010,僵尸尖叫,5022331,29.00,电信,0,18,1,5.56%,1.61,29.00
1052,20200408,步步高,83010010,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1053,20200408,腾讯应用宝,83010011,消灭星星全新版,10000895,10.00,电信,0,2657,1,0.04%,0.00,10.00
1054,20200408,腾讯应用宝,83010011,僵尸尖叫,5022331,136.00,电信,0,604,5,0.83%,0.23,27.20
1055,20200408,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,7,0,0.00%,0.00,0.00
1056,20200408,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,54,0,0.00%,0.00,0.00
1057,20200408,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0.00,电信,0,311,0,0.00%,0.00,0.00
1058,20200408,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,47,0,0.00%,0.00,0.00
1059,20200408,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
1060,20200408,2345手机助手,83010042,消灭星星全新版,10000895,10.00,电信,0,406,1,0.25%,0.02,10.00
1061,20200408,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,89,0,0.00%,0.00,0.00
1062,20200408,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,16,0,0.00%,0.00,0.00
1063,20200408,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1064,20200408,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,9,0,0.00%,0.00,0.00
1065,20200408,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1066,20200408,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,56,0,0.00%,0.00,0.00
1067,20200408,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
1068,20200408,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,16,0,0.00%,0.00,0.00
1069,20200408,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,88,0,0.00%,0.00,0.00
1070,20200408,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,7,0,0.00%,0.00,0.00
1071,20200408,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1072,20200409,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,2,0,0.00%,0.00,0.00
1073,20200409,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,联通,0,2,0,0.00%,0.00,0.00
1074,20200409,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,12,0,0.00%,0.00,0.00
1075,20200409,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,12,0,0.00%,0.00,0.00
1076,20200409,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,2,0,0.00%,0.00,0.00
1077,20200409,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,7,0,0.00%,0.00,0.00
1078,20200409,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,54,0,0.00%,0.00,0.00
1079,20200409,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1080,20200409,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,1,0,0.00%,0.00,0.00
1081,20200409,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,联通,0,1,0,0.00%,0.00,0.00
1082,20200409,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,3,0,0.00%,0.00,0.00
1083,20200409,聚沙渠道,,哔哔弹,5097519,0.00,联通,0,1,0,0.00%,0.00,0.00
1084,20200409,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,11059,0,0.00%,0.00,0.00
1085,20200409,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,移动,0,2,0,0.00%,0.00,0.00
1086,20200409,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,1,61,0,0.00%,0.00,0.00
1087,20200409,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,1,80,0,0.00%,0.00,0.00
1088,20200409,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,20,0,0.00%,0.00,0.00
1089,20200409,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1090,20200409,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
1091,20200409,爱游戏客户端,10000000,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1092,20200409,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024369,0.00,移动,0,1,0,0.00%,0.00,0.00
1093,20200409,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
1094,20200409,爱游戏客户端,10000000,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1095,20200409,爱游戏客户端,10000000,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1096,20200409,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,2,0,0.00%,0.00,0.00
1097,20200409,爱游戏客户端,10000000,长腿爸爸,5102711,0.00,移动,0,1,0,0.00%,0.00,0.00
1098,20200409,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,31,0,0.00%,0.00,0.00
1099,20200409,华为智汇云,80001002,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
1100,20200409,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
1101,20200409,安智市场,80001005,消灭星星全新版,10000895,10.10,电信,0,70,2,2.86%,0.14,5.05
1102,20200409,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1103,20200409,豌豆荚,80001013,消灭星星全新版,10000895,4.00,电信,0,49,1,2.04%,0.08,4.00
1104,20200409,豌豆荚,80001013,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1105,20200409,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
1106,20200409,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1107,20200409,酷派应用商店,80001017,消灭星星全新版,10000895,0.00,电信,0,25,0,0.00%,0.00,0.00
1108,20200409,悠悠村,80001018,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1109,20200409,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
1110,20200409,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1111,20200409,小米,80001021,消灭星星全新版,10000895,29.00,电信,0,6863,1,0.01%,0.00,29.00
1112,20200409,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1113,20200409,小米,80001021,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1114,20200409,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
1115,20200409,联想应用商店,80001024,消灭星星全新版,10000895,0.00,电信,0,121,0,0.00%,0.00,0.00
1116,20200409,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
1117,20200409,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1118,20200409,聚乐,80001026,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1119,20200409,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1120,20200409,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
1121,20200409,百度手机助手,80010082,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1122,20200409,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,11,0,0.00%,0.00,0.00
1123,20200409,百度手机助手,80010082,僵尸尖叫,5022331,0.00,电信,0,107,0,0.00%,0.00,0.00
1124,20200409,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,1,0,0.00%,0.00,0.00
1125,20200409,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1126,20200409,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,53,0,0.00%,0.00,0.00
1127,20200409,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,107,0,0.00%,0.00,0.00
1128,20200409,4399,80010088,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1129,20200409,4399,80010088,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
1130,20200409,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,328,0,0.00%,0.00,0.00
1131,20200409,掌游天下,80010130,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
1132,20200409,OPPO,80010141,消灭星星全新版,10000895,0.00,电信,0,22135,0,0.00%,0.00,0.00
1133,20200409,OPPO,80010141,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1134,20200409,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,10,0,0.00%,0.00,0.00
1135,20200409,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,369,0,0.00%,0.00,0.00
1136,20200409,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1137,20200409,OPPO,80010141,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
1138,20200409,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,4,0,0.00%,0.00,0.00
1139,20200409,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
1140,20200409,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1141,20200409,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1142,20200409,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
1143,20200409,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,31,0,0.00%,0.00,0.00
1144,20200409,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
1145,20200409,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,38,0,0.00%,0.00,0.00
1146,20200409,优酷客户端,80010333,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1147,20200409,优酷客户端,80010333,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1148,20200409,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
1149,20200409,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
1150,20200409,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1151,20200409,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1152,20200409,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,155,0,0.00%,0.00,0.00
1153,20200409,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,18,0,0.00%,0.00,0.00
1154,20200409,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1155,20200409,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1156,20200409,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,157,0,0.00%,0.00,0.00
1157,20200409,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
1158,20200409,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
1159,20200409,360手机助手,80011046,消灭星星全新版,10000895,0.00,电信,0,544,0,0.00%,0.00,0.00
1160,20200409,360手机助手,80011046,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1161,20200409,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,60,0,0.00%,0.00,0.00
1162,20200409,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,6,0,0.00%,0.00,0.00
1163,20200409,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,23,0,0.00%,0.00,0.00
1164,20200409,腾讯应用宝,80011049,消灭星星全新版,10000895,4.00,电信,0,94,1,1.06%,0.04,4.00
1165,20200409,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,46,0,0.00%,0.00,0.00
1166,20200409,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1167,20200409,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,1,0,0.00%,0.00,0.00
1168,20200409,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,3,0,0.00%,0.00,0.00
1169,20200409,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,206,0,0.00%,0.00,0.00
1170,20200409,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
1171,20200409,步步高,80020136,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1172,20200409,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
1173,20200409,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1174,20200409,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
1175,20200409,魅族手机,80020320,消灭星星全新版,10000895,29.00,电信,0,789,1,0.13%,0.04,29.00
1176,20200409,魅族手机,80020320,僵尸尖叫,5022331,59.00,电信,0,128,1,0.78%,0.46,59.00
1177,20200409,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,27,0,0.00%,0.00,0.00
1178,20200409,华为智汇云,83010007,消灭星星全新版,10000895,29.00,电信,0,22418,1,0.00%,0.00,29.00
1179,20200409,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2362,0,0.00%,0.00,0.00
1180,20200409,华为智汇云,83010007,僵尸尖叫,5022331,84.00,电信,0,394,4,1.02%,0.21,21.00
1181,20200409,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,22,0,0.00%,0.00,0.00
1182,20200409,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
1183,20200409,步步高,83010010,消灭星星全新版,10000895,230.00,电信,0,31853,7,0.02%,0.01,32.86
1184,20200409,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,21,0,0.00%,0.00,0.00
1185,20200409,步步高,83010010,僵尸尖叫,5022331,0.00,电信,0,13,0,0.00%,0.00,0.00
1186,20200409,步步高,83010010,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1187,20200409,腾讯应用宝,83010011,消灭星星全新版,10000895,30.00,电信,0,2667,1,0.04%,0.01,30.00
1188,20200409,腾讯应用宝,83010011,僵尸尖叫,5022331,126.00,电信,0,654,7,1.07%,0.19,18.00
1189,20200409,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1190,20200409,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,60,0,0.00%,0.00,0.00
1191,20200409,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1192,20200409,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,6.00,电信,0,294,1,0.34%,0.02,6.00
1193,20200409,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,42,0,0.00%,0.00,0.00
1194,20200409,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,21,0,0.00%,0.00,0.00
1195,20200409,2345手机助手,83010042,消灭星星全新版,10000895,36.00,电信,0,411,3,0.73%,0.09,12.00
1196,20200409,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,87,0,0.00%,0.00,0.00
1197,20200409,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,12,0,0.00%,0.00,0.00
1198,20200409,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,8,0,0.00%,0.00,0.00
1199,20200409,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1200,20200409,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,55,0,0.00%,0.00,0.00
1201,20200409,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,8,0,0.00%,0.00,0.00
1202,20200409,乐视应用商店,83020126,消灭星星全新版,10000895,20.00,电信,0,17,1,5.88%,1.18,20.00
1203,20200409,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,85,0,0.00%,0.00,0.00
1204,20200409,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1205,20200409,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,6,0,0.00%,0.00,0.00
1206,20200409,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1207,20200410,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,电信,0,1,0,0.00%,0.00,0.00
1208,20200410,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,3,0,0.00%,0.00,0.00
1209,20200410,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,联通,0,2,0,0.00%,0.00,0.00
1210,20200410,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,10,0,0.00%,0.00,0.00
1211,20200410,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,10,0,0.00%,0.00,0.00
1212,20200410,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,1,0,0.00%,0.00,0.00
1213,20200410,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,10,0,0.00%,0.00,0.00
1214,20200410,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,54,0,0.00%,0.00,0.00
1215,20200410,聚沙渠道,,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
1216,20200410,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1217,20200410,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,3,0,0.00%,0.00,0.00
1218,20200410,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,3,0,0.00%,0.00,0.00
1219,20200410,聚沙渠道,,PopStar消灭星星2社交版,5024369,0.00,移动,0,1,0,0.00%,0.00,0.00
1220,20200410,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1221,20200410,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,3,0,0.00%,0.00,0.00
1222,20200410,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,11399,0,0.00%,0.00,0.00
1223,20200410,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,移动,0,1,0,0.00%,0.00,0.00
1224,20200410,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,0,69,0,0.00%,0.00,0.00
1225,20200410,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,1,75,0,0.00%,0.00,0.00
1226,20200410,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,20,0,0.00%,0.00,0.00
1227,20200410,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
1228,20200410,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
1229,20200410,爱游戏客户端,10000000,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1230,20200410,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,4,0,0.00%,0.00,0.00
1231,20200410,爱游戏客户端,10000000,哔哔弹,5097519,0.00,联通,0,2,0,0.00%,0.00,0.00
1232,20200410,爱游戏客户端,10000000,长腿爸爸,5102711,0.00,电信,0,1,0,0.00%,0.00,0.00
1233,20200410,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,37,0,0.00%,0.00,0.00
1234,20200410,华为智汇云,80001002,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
1235,20200410,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
1236,20200410,安智市场,80001005,消灭星星全新版,10000895,0.00,电信,0,83,0,0.00%,0.00,0.00
1237,20200410,豌豆荚,80001013,消灭星星全新版,10000895,4.00,电信,0,61,1,1.64%,0.07,4.00
1238,20200410,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,12,0,0.00%,0.00,0.00
1239,20200410,酷派应用商店,80001017,消灭星星全新版,10000895,0.00,电信,0,20,0,0.00%,0.00,0.00
1240,20200410,悠悠村,80001018,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1241,20200410,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,21,0,0.00%,0.00,0.00
1242,20200410,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1243,20200410,小米,80001021,消灭星星全新版,10000895,29.00,电信,0,7102,1,0.01%,0.00,29.00
1244,20200410,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,3,0,0.00%,0.00,0.00
1245,20200410,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,11,0,0.00%,0.00,0.00
1246,20200410,联想应用商店,80001024,消灭星星全新版,10000895,58.00,电信,0,131,1,0.76%,0.44,58.00
1247,20200410,联想应用商店,80001024,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1248,20200410,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1249,20200410,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
1250,20200410,百度手机助手,80010082,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1251,20200410,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,14,0,0.00%,0.00,0.00
1252,20200410,百度手机助手,80010082,僵尸尖叫,5022331,2.00,电信,0,125,1,0.80%,0.02,2.00
1253,20200410,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,2,0,0.00%,0.00,0.00
1254,20200410,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
1255,20200410,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,53,0,0.00%,0.00,0.00
1256,20200410,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,118,0,0.00%,0.00,0.00
1257,20200410,4399,80010088,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1258,20200410,4399,80010088,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1259,20200410,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,336,0,0.00%,0.00,0.00
1260,20200410,OPPO,80010141,消灭星星全新版,10000895,0.00,电信,0,22804,0,0.00%,0.00,0.00
1261,20200410,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,10,0,0.00%,0.00,0.00
1262,20200410,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,401,0,0.00%,0.00,0.00
1263,20200410,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1264,20200410,OPPO,80010141,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1265,20200410,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,6,0,0.00%,0.00,0.00
