序号,日期,渠道名称,渠道CODE,游戏名称,游戏ID,游戏收入,运营商来源,下载用户数（本平台）,启动用户数,付费用户数,付费启动转化率,ARPU,ARPPU
1266,20200410,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
1267,20200410,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1268,20200410,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1269,20200410,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
1270,20200410,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,29,0,0.00%,0.00,0.00
1271,20200410,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1272,20200410,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,38,0,0.00%,0.00,0.00
1273,20200410,优酷客户端,80010333,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1274,20200410,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,7,0,0.00%,0.00,0.00
1275,20200410,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,11,0,0.00%,0.00,0.00
1276,20200410,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1277,20200410,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1278,20200410,历趣市场,80011039,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1279,20200410,三星,80011042,消灭星星全新版,10000895,49.00,电信,0,154,2,1.30%,0.32,24.50
1280,20200410,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,18,0,0.00%,0.00,0.00
1281,20200410,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1282,20200410,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1283,20200410,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,178,0,0.00%,0.00,0.00
1284,20200410,搜狗,80011045,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1285,20200410,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,7,0,0.00%,0.00,0.00
1286,20200410,搜狗,80011045,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1287,20200410,搜狗,80011045,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1288,20200410,360手机助手,80011046,消灭星星全新版,10000895,0.00,电信,0,575,0,0.00%,0.00,0.00
1289,20200410,360手机助手,80011046,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1290,20200410,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,68,0,0.00%,0.00,0.00
1291,20200410,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,6,0,0.00%,0.00,0.00
1292,20200410,360手机助手,80011046,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
1293,20200410,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,24,0,0.00%,0.00,0.00
1294,20200410,腾讯应用宝,80011049,消灭星星全新版,10000895,4.00,电信,0,112,1,0.89%,0.04,4.00
1295,20200410,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,43,0,0.00%,0.00,0.00
1296,20200410,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1297,20200410,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,6,0,0.00%,0.00,0.00
1298,20200410,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1299,20200410,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,205,0,0.00%,0.00,0.00
1300,20200410,金立,80011117,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1301,20200410,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
1302,20200410,步步高,80020136,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1303,20200410,步步高,80020136,PopStar!消灭星星2,5003053,0.00,电信,0,1,0,0.00%,0.00,0.00
1304,20200410,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,4,0,0.00%,0.00,0.00
1305,20200410,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1306,20200410,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1307,20200410,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,803,0,0.00%,0.00,0.00
1308,20200410,魅族手机,80020320,僵尸尖叫,5022331,29.00,电信,0,135,1,0.74%,0.21,29.00
1309,20200410,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,31,0,0.00%,0.00,0.00
1310,20200410,魔品助手,80030246,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1311,20200410,华为智汇云,83010007,消灭星星全新版,10000895,97.00,电信,0,22786,3,0.01%,0.00,32.33
1312,20200410,华为智汇云,83010007,消灭星星全新版,10000895,0.00,联通,0,1,0,0.00%,0.00,0.00
1313,20200410,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2450,0,0.00%,0.00,0.00
1314,20200410,华为智汇云,83010007,僵尸尖叫,5022331,110.00,电信,0,404,5,1.24%,0.27,22.00
1315,20200410,OPPO,83010008,僵尸尖叫,5022331,0.00,电信,0,26,0,0.00%,0.00,0.00
1316,20200410,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
1317,20200410,步步高,83010010,消灭星星全新版,10000895,76.00,电信,0,32883,5,0.02%,0.00,15.20
1318,20200410,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,22,0,0.00%,0.00,0.00
1319,20200410,步步高,83010010,僵尸尖叫,5022331,36.00,电信,0,22,1,4.55%,1.64,36.00
1320,20200410,步步高,83010010,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
1321,20200410,腾讯应用宝,83010011,消灭星星全新版,10000895,101.00,电信,0,2703,6,0.22%,0.04,16.83
1322,20200410,腾讯应用宝,83010011,僵尸尖叫,5022331,66.00,电信,0,680,5,0.74%,0.10,13.20
1323,20200410,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,6,0,0.00%,0.00,0.00
1324,20200410,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,64,0,0.00%,0.00,0.00
1325,20200410,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1326,20200410,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,10.00,电信,0,323,1,0.31%,0.03,10.00
1327,20200410,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,37,0,0.00%,0.00,0.00
1328,20200410,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
1329,20200410,2345手机助手,83010042,消灭星星全新版,10000895,6.00,电信,0,406,2,0.49%,0.01,3.00
1330,20200410,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,96,0,0.00%,0.00,0.00
1331,20200410,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,10,0,0.00%,0.00,0.00
1332,20200410,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1333,20200410,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,9,0,0.00%,0.00,0.00
1334,20200410,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1335,20200410,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,69,0,0.00%,0.00,0.00
1336,20200410,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,4,0,0.00%,0.00,0.00
1337,20200410,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,21,0,0.00%,0.00,0.00
1338,20200410,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,78,0,0.00%,0.00,0.00
1339,20200410,腾讯手机管家,83120102,僵尸尖叫,5022331,9.00,电信,0,3,1,33.33%,3.00,9.00
1340,20200410,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,6,0,0.00%,0.00,0.00
1341,20200410,爱游戏渠道,99999999,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1342,20200411,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,3,0,0.00%,0.00,0.00
1343,20200411,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,联通,0,1,0,0.00%,0.00,0.00
1344,20200411,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,9,0,0.00%,0.00,0.00
1345,20200411,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,13,0,0.00%,0.00,0.00
1346,20200411,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,4,0,0.00%,0.00,0.00
1347,20200411,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
1348,20200411,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,59,0,0.00%,0.00,0.00
1349,20200411,聚沙渠道,,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1350,20200411,聚沙渠道,,僵尸尖叫,5022331,0.00,移动,0,4,0,0.00%,0.00,0.00
1351,20200411,聚沙渠道,,僵尸尖叫,5022331,0.00,联通,0,1,0,0.00%,0.00,0.00
1352,20200411,聚沙渠道,,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1353,20200411,聚沙渠道,,哔哔弹,5097519,0.00,移动,0,5,0,0.00%,0.00,0.00
1354,20200411,爱游戏客户端,10000000,消灭星星全新版,10000895,0.00,电信,0,11427,0,0.00%,0.00,0.00
1355,20200411,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,电信,0,1,0,0.00%,0.00,0.00
1356,20200411,爱游戏客户端,10000000,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
1357,20200411,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,电信,0,57,0,0.00%,0.00,0.00
1358,20200411,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,移动,1,77,0,0.00%,0.00,0.00
1359,20200411,爱游戏客户端,10000000,消灭星星全新版,12912,0.00,联通,0,17,0,0.00%,0.00,0.00
1360,20200411,爱游戏客户端,10000000,消灭星星中文版,5015173,0.00,移动,0,1,0,0.00%,0.00,0.00
1361,20200411,爱游戏客户端,10000000,PopStar消灭星星2社交版,5024639,0.00,电信,0,1,0,0.00%,0.00,0.00
1362,20200411,爱游戏客户端,10000000,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1363,20200411,爱游戏客户端,10000000,哔哔弹,5097519,0.00,移动,0,2,0,0.00%,0.00,0.00
1364,20200411,华为智汇云,80001002,消灭星星全新版,10000895,0.00,电信,0,37,0,0.00%,0.00,0.00
1365,20200411,华为智汇云,80001002,消灭星星中文版,5013515,0.00,电信,0,2,0,0.00%,0.00,0.00
1366,20200411,华为智汇云,80001002,消灭星星中文版,5015173,0.00,电信,0,12,0,0.00%,0.00,0.00
1367,20200411,安智市场,80001005,消灭星星全新版,10000895,29.10,电信,0,76,3,3.95%,0.38,9.70
1368,20200411,安智市场,80001005,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1369,20200411,豌豆荚,80001013,消灭星星全新版,10000895,10.00,电信,0,56,1,1.79%,0.18,10.00
1370,20200411,豌豆荚,80001013,僵尸尖叫,5022331,0.00,电信,0,7,0,0.00%,0.00,0.00
1371,20200411,搜狐应用中心,80001016,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1372,20200411,酷派应用商店,80001017,消灭星星全新版,10000895,0.00,电信,0,29,0,0.00%,0.00,0.00
1373,20200411,悠悠村,80001018,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1374,20200411,应用汇,80001020,消灭星星全新版,10000895,0.00,电信,0,22,0,0.00%,0.00,0.00
1375,20200411,应用汇,80001020,僵尸尖叫,5022331,0.00,电信,0,2,0,0.00%,0.00,0.00
1376,20200411,小米,80001021,消灭星星全新版,10000895,0.00,电信,0,7120,0,0.00%,0.00,0.00
1377,20200411,小米,80001021,PopStar!消灭星星2,5003053,0.00,电信,0,2,0,0.00%,0.00,0.00
1378,20200411,小米,80001021,僵尸尖叫,5022331,0.00,电信,0,13,0,0.00%,0.00,0.00
1379,20200411,联想应用商店,80001024,消灭星星全新版,10000895,10.00,电信,0,118,1,0.85%,0.08,10.00
1380,20200411,联想应用商店,80001024,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1381,20200411,拇指玩,80010079,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1382,20200411,百度手机助手,80010082,PopStar！消灭星星（多酷版）,10001262,0.00,电信,0,1,0,0.00%,0.00,0.00
1383,20200411,百度手机助手,80010082,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
1384,20200411,百度手机助手,80010082,僵尸尖叫,5022331,0.00,电信,0,128,0,0.00%,0.00,0.00
1385,20200411,百度手机助手,80010082,僵尸尖叫,5024281,0.00,电信,0,4,0,0.00%,0.00,0.00
1386,20200411,百度手机助手,80010082,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
1387,20200411,百度手机助手,80010082,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1388,20200411,4399,80010088,消灭星星全新版,10000895,0.00,电信,0,56,0,0.00%,0.00,0.00
1389,20200411,4399,80010088,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1390,20200411,4399,80010088,僵尸尖叫,5022331,0.00,电信,0,136,0,0.00%,0.00,0.00
1391,20200411,4399,80010088,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1392,20200411,3533,80010103,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1393,20200411,掌游天下,80010130,消灭星星全新版,10000895,0.00,电信,0,343,0,0.00%,0.00,0.00
1394,20200411,掌游天下,80010130,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1395,20200411,OPPO,80010141,消灭星星全新版,10000895,20.00,电信,0,23194,1,0.00%,0.00,20.00
1396,20200411,OPPO,80010141,消灭星星中文版,5013515,0.00,电信,0,4,0,0.00%,0.00,0.00
1397,20200411,OPPO,80010141,消灭星星中文版,5015173,0.00,电信,0,415,0,0.00%,0.00,0.00
1398,20200411,OPPO,80010141,僵尸尖叫,5022331,0.00,电信,0,4,0,0.00%,0.00,0.00
1399,20200411,OPPO,80010141,点我+1,5054861,0.00,电信,0,2,0,0.00%,0.00,0.00
1400,20200411,OPPO,80010141,哔哔弹,5097519,0.00,电信,0,4,0,0.00%,0.00,0.00
1401,20200411,91手机助手（百度）,80010142,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
1402,20200411,成都当乐,80010160,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1403,20200411,柠檬助手,80010201,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1404,20200411,柠檬助手,80010201,消灭星星中文版,5015173,0.00,电信,0,2,0,0.00%,0.00,0.00
1405,20200411,腾讯QQ浏览器,80010226,消灭星星全新版,10000895,0.00,电信,0,33,0,0.00%,0.00,0.00
1406,20200411,腾讯QQ浏览器,80010226,消灭星星中文版,5015173,0.00,电信,0,3,0,0.00%,0.00,0.00
1407,20200411,金立游戏大厅,80010281,消灭星星全新版,10000895,0.00,电信,0,36,0,0.00%,0.00,0.00
1408,20200411,卓易市场,80010366,消灭星星全新版,10000895,0.00,电信,0,6,0,0.00%,0.00,0.00
1409,20200411,卓易市场,80010366,消灭星星中文版,5015173,0.00,电信,0,13,0,0.00%,0.00,0.00
1410,20200411,2345手机助手,80010378,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1411,20200411,微米,80010466,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1412,20200411,三星,80011042,消灭星星全新版,10000895,0.00,电信,0,146,0,0.00%,0.00,0.00
1413,20200411,三星,80011042,消灭星星中文版,5015173,0.00,电信,0,21,0,0.00%,0.00,0.00
1414,20200411,阿里巴巴·九游推广渠道,80011044,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1415,20200411,阿里巴巴·九游推广渠道,80011044,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1416,20200411,搜狗,80011045,消灭星星全新版,10000895,0.00,电信,0,166,0,0.00%,0.00,0.00
1417,20200411,搜狗,80011045,消灭星星中文版,5015173,0.00,电信,0,6,0,0.00%,0.00,0.00
1418,20200411,搜狗,80011045,僵尸尖叫,5022331,45.00,电信,0,4,2,50.00%,11.25,22.50
1419,20200411,360手机助手,80011046,消灭星星全新版,10000895,30.00,电信,0,569,1,0.18%,0.05,30.00
1420,20200411,360手机助手,80011046,消灭星星中文版,5015173,0.00,电信,0,64,0,0.00%,0.00,0.00
1421,20200411,360手机助手,80011046,消灭星星中文版,5015173,0.00,移动,0,6,0,0.00%,0.00,0.00
1422,20200411,360手机助手,80011046,消灭星星中文版,5015173,0.00,联通,0,1,0,0.00%,0.00,0.00
1423,20200411,360手机助手,80011046,僵尸尖叫,5022331,0.00,电信,0,21,0,0.00%,0.00,0.00
1424,20200411,腾讯应用宝,80011049,消灭星星全新版,10000895,4.00,电信,0,107,1,0.93%,0.04,4.00
1425,20200411,腾讯应用宝,80011049,消灭星星中文版,5015173,0.00,电信,0,49,0,0.00%,0.00,0.00
1426,20200411,腾讯应用宝,80011049,僵尸尖叫,5022331,0.00,电信,0,3,0,0.00%,0.00,0.00
1427,20200411,腾讯应用宝,80011049,全民消灭星星,5032507,0.00,电信,0,1,0,0.00%,0.00,0.00
1428,20200411,腾讯应用宝,80011049,哔哔弹,5097519,0.00,电信,0,2,0,0.00%,0.00,0.00
1429,20200411,金立,80011117,消灭星星全新版,10000895,0.00,电信,0,210,0,0.00%,0.00,0.00
1430,20200411,金立,80011117,消灭星星中文版,5015173,0.00,电信,0,1,0,0.00%,0.00,0.00
1431,20200411,金立,80011117,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1432,20200411,腾讯华为内置游戏中心,80011148,消灭星星全新版,10000895,0.00,电信,0,4,0,0.00%,0.00,0.00
1433,20200411,步步高,80020136,消灭星星中文版,5013515,0.00,电信,0,1,0,0.00%,0.00,0.00
1434,20200411,步步高,80020136,点我+1,5054861,0.00,电信,0,1,0,0.00%,0.00,0.00
1435,20200411,腾讯华为内置应用市场,80020230,消灭星星全新版,10000895,0.00,电信,0,3,0,0.00%,0.00,0.00
1436,20200411,魅族手机,80020320,消灭星星全新版,10000895,0.00,电信,0,832,0,0.00%,0.00,0.00
1437,20200411,魅族手机,80020320,僵尸尖叫,5022331,29.00,电信,0,126,1,0.79%,0.23,29.00
1438,20200411,900应用市场,80020394,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1439,20200411,上海青橙,80020533,消灭星星全新版,10000895,0.00,电信,0,30,0,0.00%,0.00,0.00
1440,20200411,华为智汇云,83010007,消灭星星全新版,10000895,80.00,电信,0,23047,2,0.01%,0.00,40.00
1441,20200411,华为智汇云,83010007,消灭星星中文版,5015173,0.00,电信,0,2398,0,0.00%,0.00,0.00
1442,20200411,华为智汇云,83010007,僵尸尖叫,5022331,46.00,电信,0,442,4,0.90%,0.10,11.50
1443,20200411,OPPO,83010008,僵尸尖叫,5022331,18.00,电信,0,29,2,6.90%,0.62,9.00
1444,20200411,小米,83010009,消灭星星中文版,5015173,0.00,电信,0,8,0,0.00%,0.00,0.00
1445,20200411,步步高,83010010,消灭星星全新版,10000895,77.00,电信,0,33130,5,0.02%,0.00,15.40
1446,20200411,步步高,83010010,消灭星星中文版,5015173,0.00,电信,0,21,0,0.00%,0.00,0.00
1447,20200411,步步高,83010010,僵尸尖叫,5022331,18.00,电信,0,17,1,5.88%,1.06,18.00
1448,20200411,步步高,83010010,哔哔弹,5097519,0.00,电信,0,1,0,0.00%,0.00,0.00
1449,20200411,腾讯应用宝,83010011,消灭星星全新版,10000895,50.00,电信,0,2750,2,0.07%,0.02,25.00
1450,20200411,腾讯应用宝,83010011,僵尸尖叫,5022331,272.00,电信,0,646,9,1.39%,0.42,30.22
1451,20200411,安智市场,83010014,僵尸尖叫,5022331,0.00,电信,0,5,0,0.00%,0.00,0.00
1452,20200411,金立游戏大厅,83010020,消灭星星全新版,10000895,0.00,电信,0,49,0,0.00%,0.00,0.00
1453,20200411,金立游戏大厅,83010020,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1454,20200411,阿里巴巴·九游推广渠道,83010023,消灭星星全新版,10000895,0.00,电信,0,309,0,0.00%,0.00,0.00
1455,20200411,阿里巴巴·九游推广渠道,83010023,僵尸尖叫,5022331,0.00,电信,0,44,0,0.00%,0.00,0.00
1456,20200411,柠檬助手,83010029,消灭星星全新版,10000895,0.00,电信,0,20,0,0.00%,0.00,0.00
1457,20200411,2345手机助手,83010042,消灭星星全新版,10000895,0.00,电信,0,442,0,0.00%,0.00,0.00
1458,20200411,腾讯QQ浏览器,83010052,消灭星星全新版,10000895,0.00,电信,0,83,0,0.00%,0.00,0.00
1459,20200411,腾讯QQ浏览器,83010052,僵尸尖叫,5022331,0.00,电信,0,8,0,0.00%,0.00,0.00
1460,20200411,7K7K,83010057,消灭星星全新版,10000895,0.00,电信,0,1,0,0.00%,0.00,0.00
1461,20200411,拇指玩,83010063,消灭星星全新版,10000895,0.00,电信,0,8,0,0.00%,0.00,0.00
1462,20200411,中兴应用商店,83010103,消灭星星全新版,10000895,0.00,电信,0,2,0,0.00%,0.00,0.00
1463,20200411,nubia应用中心,83010107,消灭星星全新版,10000895,0.00,电信,0,54,0,0.00%,0.00,0.00
1464,20200411,魅族游戏中心,83020058,消灭星星中文版,5015173,0.00,电信,0,5,0,0.00%,0.00,0.00
1465,20200411,乐视应用商店,83020126,消灭星星全新版,10000895,0.00,电信,0,21,0,0.00%,0.00,0.00
1466,20200411,腾讯手机管家,83120102,消灭星星全新版,10000895,0.00,电信,0,82,0,0.00%,0.00,0.00
1467,20200411,腾讯手机管家,83120102,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1468,20200411,爱游戏渠道,99999999,消灭星星全新版,10000895,0.00,电信,0,5,0,0.00%,0.00,0.00
1469,20200411,爱游戏渠道,99999999,僵尸尖叫,5022331,0.00,电信,0,1,0,0.00%,0.00,0.00
1470,20200412,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,电信,0,1,0,0.00%,0.00,0.00
1471,20200412,聚沙渠道,,PopStar!消灭星星2,10001847,0.00,移动,0,1,0,0.00%,0.00,0.00
1472,20200412,聚沙渠道,,消灭星星全新版,12912,0.00,电信,0,11,0,0.00%,0.00,0.00
1473,20200412,聚沙渠道,,消灭星星全新版,12912,0.00,移动,0,10,0,0.00%,0.00,0.00
1474,20200412,聚沙渠道,,消灭星星全新版,12912,0.00,联通,0,1,0,0.00%,0.00,0.00
1475,20200412,聚沙渠道,,消灭星星中文版,5015173,0.00,电信,0,9,0,0.00%,0.00,0.00
1476,20200412,聚沙渠道,,消灭星星中文版,5015173,0.00,移动,0,61,0,0.00%,0.00,0.00
